Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	8.869543
1	SP GFLOPS	2.649520
1	DP GFLOPS	0.744121
1	x87 GFLOPS	0.0
1	CPI Rate	5.035958
1	Average CPU Frequency	2801838937.567740
1	Total Thread Count	66
0	Effective Physical Core Utilization	83.6% (36.788 out of 44)
1	Effective Logical Core Utilization	62.3% (54.860 out of 88)
0	Memory Bound	62.3
1	Cache Bound	62.2
1	DRAM Bound	5.7
2	DRAM Bandwidth Bound	80.8
1	NUMA: % of Remote Accesses	43.0
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	140.000000	75.000000	52.544982	0.0
1	DRAM Single-Package, GB/sec	70.000000	67.100000	51.213459	80.8
1	QPI Outgoing, GB/sec	68.000000	34.000000	22.156721	0.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	7.3
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	2.1
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	x87 FLOPs	0.0
2	Non-FP	90.6
1	FP Arith/Mem Rd Instr. Ratio	0.506081
1	FP Arith/Mem Wr Instr. Ratio	1.240434
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	95651377
1	Collection start time	22:57:37 02/10/2025 UTC
1	Collection stop time	22:57:46 02/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199990054
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	70000000000.000000
