GRAPH_NAME,THREADS,DISABLE_HYPERTHREADING,THREAD_BIND_POLICY,RUN,ELAPSED_TIME,SPEEDUP
com-Friendster,28,true,spread,1,0.37529,2.9500652828479312
com-Friendster,28,true,spread,2,0.37923,2.9194156580439317
com-Friendster,28,true,spread,3,0.40266,2.7495405553072074
com-Friendster,28,true,spread,4,0.38935,2.8435340952870174
com-Friendster,28,true,spread,5,0.382,2.89824607329843
com-Friendster,28,true,spread,6,0.38958,2.841855331382515
com-Friendster,28,true,spread,7,0.3966,2.7915532022188607
com-Friendster,28,true,spread,8,0.38726,2.858880338790477
com-Friendster,28,true,spread,9,0.37385,2.9614283803664576
com-Friendster,28,true,spread,10,0.39561,2.7985389651424386
com-Friendster,36,false,close,1,0.33029,3.3459202518998463
com-Friendster,36,false,close,2,0.32996,3.3492665777670028
com-Friendster,36,false,close,3,0.33048,3.3439966109900756
com-Friendster,36,false,close,4,0.3304,3.344806295399516
com-Friendster,36,false,close,5,0.33079,3.3408627830345545
com-Friendster,36,false,close,6,0.33109,3.3378356338155797
com-Friendster,36,false,close,7,0.33115,3.337230862147064
com-Friendster,36,false,close,8,0.33036,3.3452112846591606
com-Friendster,36,false,close,9,0.33018,3.347034950632989
com-Friendster,36,false,close,10,0.33103,3.3384406247167937
com-Friendster,36,false,spread,1,0.3959,2.796708764839606
com-Friendster,36,false,spread,2,0.39605,2.7956495391995957
com-Friendster,36,false,spread,3,0.39657,2.7919837607484177
com-Friendster,36,false,spread,4,0.39607,2.795508369732623
com-Friendster,36,false,spread,5,0.39681,2.7902951034500134
com-Friendster,36,false,spread,6,0.39785,2.7830011310795526
com-Friendster,36,false,spread,7,0.40109,2.7605200827744394
com-Friendster,36,false,spread,8,0.39866,2.777346611147343
com-Friendster,36,false,spread,9,0.39449,2.806704859438769
com-Friendster,36,false,spread,10,0.39669,2.7911391766870857
com-Friendster,36,true,close,1,0.39867,2.7719843479569564
com-Friendster,36,true,close,2,0.39775,2.778395977372721
com-Friendster,36,true,close,3,0.39668,2.785890390238983
com-Friendster,36,true,close,4,0.39735,2.7811929029822573
com-Friendster,36,true,close,5,0.39695,2.7839954654238563
com-Friendster,36,true,close,6,0.39786,2.7776278087769564
com-Friendster,36,true,close,7,0.39851,2.773097287395548
com-Friendster,36,true,close,8,0.39787,2.7775579963304593
com-Friendster,36,true,close,9,0.39708,2.7830840132970684
com-Friendster,36,true,close,10,0.39824,2.7749774005624745
com-Friendster,36,true,spread,1,0.40043,2.764852783257998
com-Friendster,36,true,spread,2,0.40057,2.763886461791947
com-Friendster,36,true,spread,3,0.39972,2.7697638346842792
com-Friendster,36,true,spread,4,0.39984,2.7689325730292125
com-Friendster,36,true,spread,5,0.40068,2.7631276829390043
com-Friendster,36,true,spread,6,0.40132,2.758721219974086
com-Friendster,36,true,spread,7,0.40297,2.747425366652605
com-Friendster,36,true,spread,8,0.39951,2.771219744186629
com-Friendster,36,true,spread,9,0.40008,2.7672715456908623
com-Friendster,36,true,spread,10,0.40009,2.7672023794646208
com-Friendster,44,false,close,1,0.33155,3.333204644849948
com-Friendster,44,false,close,2,0.33255,3.3231814764697045
com-Friendster,44,false,close,3,0.33153,3.3334057249720996
com-Friendster,44,false,close,4,0.3319,3.3296896655619173
com-Friendster,44,false,close,5,0.33192,3.3294890335020493
com-Friendster,44,false,close,6,0.33141,3.334612715367672
com-Friendster,44,false,close,7,0.3315,3.3337073906485677
com-Friendster,44,false,close,8,0.33192,3.3294890335020493
com-Friendster,44,false,close,9,0.33106,3.338138101854649
com-Friendster,44,false,close,10,0.33244,3.324281073276381
com-Friendster,44,false,spread,1,0.38852,2.8498326984453826
com-Friendster,44,false,spread,2,0.38819,2.852255338880445
com-Friendster,44,false,spread,3,0.38888,2.8471945073030236
com-Friendster,44,false,spread,4,0.38805,2.8532843705708024
com-Friendster,44,false,spread,5,0.38966,2.841495149617615
com-Friendster,44,false,spread,6,0.3895,2.842662387676508
com-Friendster,44,false,spread,7,0.38945,2.8430273462575424
com-Friendster,44,false,spread,8,0.39078,2.8333512462254973
com-Friendster,44,false,spread,9,0.38837,2.850933388263769
com-Friendster,44,false,spread,10,0.39017,2.8377809672706764
com-Friendster,44,true,close,1,0.38887,2.8418417465991204
com-Friendster,44,true,close,2,0.38718,2.854246087091275
com-Friendster,44,true,close,3,0.38776,2.8499767897668655
com-Friendster,44,true,close,4,0.38937,2.838192464750751
com-Friendster,44,true,close,5,0.38998,2.833753012975024
com-Friendster,44,true,close,6,0.39092,2.826939015655377
com-Friendster,44,true,close,7,0.39035,2.831066991161778
com-Friendster,44,true,close,8,0.38923,2.839213318603396
com-Friendster,44,true,close,9,0.38959,2.836589748196822
com-Friendster,44,true,close,10,0.38973,2.83557077977061
com-Friendster,44,true,spread,1,0.38803,2.853207226245394
com-Friendster,44,true,spread,2,0.38757,2.856593647599144
com-Friendster,44,true,spread,3,0.38863,2.848802202609166
com-Friendster,44,true,spread,4,0.39036,2.8361768623834416
com-Friendster,44,true,spread,5,0.39035,2.8362495196618425
com-Friendster,44,true,spread,6,0.38987,2.8397414522789655
com-Friendster,44,true,spread,7,0.38831,2.8511498544976956
com-Friendster,44,true,spread,8,0.38883,2.8473368824421987
com-Friendster,44,true,spread,9,0.38867,2.848509017932951
com-Friendster,44,true,spread,10,0.38814,2.8523986190549806
com-Friendster,66,false,close,1,0.40425,2.733763760049475
com-Friendster,66,false,close,2,0.40321,2.74081495994643
com-Friendster,66,false,close,3,0.40277,2.7438091218313185
com-Friendster,66,false,close,4,0.40568,2.7241273910471313
com-Friendster,66,false,close,5,0.40295,2.742583447077802
com-Friendster,66,false,close,6,0.40277,2.7438091218313185
com-Friendster,66,false,close,7,0.4031,2.741562887620938
com-Friendster,66,false,close,8,0.40351,2.7387772298084316
com-Friendster,66,false,close,9,0.40392,2.7359972271736983
com-Friendster,66,false,close,10,0.40315,2.741222869899542
com-Friendster,66,false,spread,1,0.40342,2.7445763720192353
com-Friendster,66,false,spread,2,0.40292,2.747982229723022
com-Friendster,66,false,spread,3,0.40457,2.736774847368811
com-Friendster,66,false,spread,4,0.40374,2.7424010501808094
com-Friendster,66,false,spread,5,0.40578,2.7286140273054365
com-Friendster,66,false,spread,6,0.40371,2.742604840107998
com-Friendster,66,false,spread,7,0.40449,2.7373161264802586
com-Friendster,66,false,spread,8,0.4038,2.7419935611688953
com-Friendster,66,false,spread,9,0.40264,2.749893204848003
com-Friendster,66,false,spread,10,0.40402,2.7405004702737488
com-Friendster,66,true,close,1,0.39834,2.7742807651754777
com-Friendster,66,true,close,2,0.39834,2.7742807651754777
com-Friendster,66,true,close,3,0.39872,2.771636737560192
com-Friendster,66,true,close,4,0.39657,2.7866631363945835
com-Friendster,66,true,close,5,0.39837,2.7740718427592435
com-Friendster,66,true,close,6,0.39758,2.779583983097741
com-Friendster,66,true,close,7,0.39848,2.77330606303955
com-Friendster,66,true,close,8,0.39744,2.7805631038647336
com-Friendster,66,true,close,9,0.39741,2.7807730052087263
com-Friendster,66,true,close,10,0.39897,2.7698999924806373
com-Friendster,66,true,spread,1,0.39826,2.779917641741576
com-Friendster,66,true,spread,2,0.39799,2.781803562903591
com-Friendster,66,true,spread,3,0.3966,2.7915532022188607
com-Friendster,66,true,spread,4,0.39905,2.7744142338052877
com-Friendster,66,true,spread,5,0.39729,2.786704925872789
com-Friendster,66,true,spread,6,0.39723,2.787125846486922
com-Friendster,66,true,spread,7,0.39898,2.774900997543737
com-Friendster,66,true,spread,8,0.39821,2.7802666934532034
com-Friendster,66,true,spread,9,0.39656,2.7918347791002627
com-Friendster,66,true,spread,10,0.39803,2.781524005728212
com-Friendster,88,false,close,1,0.38892,2.8415201069628724
com-Friendster,88,false,close,2,0.38777,2.8499471336101303
com-Friendster,88,false,close,3,0.39052,2.829878111236301
com-Friendster,88,false,close,4,0.38785,2.8493592883846857
com-Friendster,88,false,close,5,0.38809,2.847597206833467
com-Friendster,88,false,close,6,0.38732,2.8532582877207484
com-Friendster,88,false,close,7,0.38803,2.8480375228719437
com-Friendster,88,false,close,8,0.38688,2.856503308519438
com-Friendster,88,false,close,9,0.38763,2.85097644661146
com-Friendster,88,false,close,10,0.38765,2.850829356378177
com-Friendster,88,false,spread,1,0.38824,2.8518880074180917
com-Friendster,88,false,spread,2,0.38915,2.845219067197738
com-Friendster,88,false,spread,3,0.38811,2.8528432660843572
com-Friendster,88,false,spread,4,0.38786,2.8546821017893054
com-Friendster,88,false,spread,5,0.38828,2.851594210363655
com-Friendster,88,false,spread,6,0.38851,2.84990605132429
com-Friendster,88,false,spread,7,0.38842,2.850566397198908
com-Friendster,88,false,spread,8,0.38808,2.8530638012780867
com-Friendster,88,false,spread,9,0.38954,2.8423704882682137
com-Friendster,88,false,spread,10,0.38938,2.843538445734244
com-Friendster,88,true,close,1,0.39184,2.820301653736218
com-Friendster,88,true,close,2,0.39083,2.8275900007675965
com-Friendster,88,true,close,3,0.39067,2.828748048224844
com-Friendster,88,true,close,4,0.39173,2.8210936103949145
com-Friendster,88,true,close,5,0.39207,2.8186471803504474
com-Friendster,88,true,close,6,0.39046,2.83026942580546
com-Friendster,88,true,close,7,0.39159,2.8221021987282615
com-Friendster,88,true,close,8,0.39005,2.8332444558389946
com-Friendster,88,true,close,9,0.39121,2.8248434344725335
com-Friendster,88,true,close,10,0.39159,2.8221021987282615
com-Friendster,88,true,spread,1,0.39174,2.82618573543677
com-Friendster,88,true,spread,2,0.38975,2.840615779345735
com-Friendster,88,true,spread,3,0.39027,2.836830911932765
com-Friendster,88,true,spread,4,0.39225,2.8225111536010203
com-Friendster,88,true,spread,5,0.39056,2.8347244981564934
com-Friendster,88,true,spread,6,0.39048,2.835305265314485
com-Friendster,88,true,spread,7,0.39041,2.835813631822956
com-Friendster,88,true,spread,8,0.38883,2.8473368824421987
com-Friendster,88,true,spread,9,0.39037,2.836104208827523
com-Friendster,88,true,spread,10,0.39075,2.8333461292386444
com-LiveJournal,1,false,close,1,0.03726,1.354884594739667
com-LiveJournal,1,false,close,2,0.05393,0.9360838123493418
com-LiveJournal,1,false,close,3,0.06208,0.8131926546391752
com-LiveJournal,1,false,close,4,0.04015,1.2573599003735991
com-LiveJournal,1,false,close,5,0.06089,0.8290852356708819
com-LiveJournal,1,false,close,6,0.03747,1.3472911662663463
com-LiveJournal,1,false,close,7,0.05974,0.8450451958486775
com-LiveJournal,1,false,close,8,0.03744,1.3483707264957265
com-LiveJournal,1,false,close,9,0.05411,0.9329698761781556
com-LiveJournal,1,false,close,10,0.06176,0.8174060880829015
com-LiveJournal,1,false,spread,1,0.04291,0.9582148683290608
com-LiveJournal,1,false,spread,2,0.03715,1.1067833109017495
com-LiveJournal,1,false,spread,3,0.04426,0.9289877993673744
com-LiveJournal,1,false,spread,4,0.03772,1.0900583244962885
com-LiveJournal,1,false,spread,5,0.04494,0.9149310191366264
com-LiveJournal,1,false,spread,6,0.03925,1.0475668789808916
com-LiveJournal,1,false,spread,7,0.04411,0.9321469054636135
com-LiveJournal,1,false,spread,8,0.03728,1.102923819742489
com-LiveJournal,1,false,spread,9,0.04497,0.9143206582165886
com-LiveJournal,1,false,spread,10,0.03858,1.0657594608605492
com-LiveJournal,1,true,close,1,0.06176,0.8378076424870465
com-LiveJournal,1,true,close,2,0.03856,1.3418827800829876
com-LiveJournal,1,true,close,3,0.06056,0.8544088507265521
com-LiveJournal,1,true,close,4,0.03765,1.3743160690571048
com-LiveJournal,1,true,close,5,0.0572,0.904597902097902
com-LiveJournal,1,true,close,6,0.06211,0.8330864595073257
com-LiveJournal,1,true,close,7,0.04171,1.2405418364900505
com-LiveJournal,1,true,close,8,0.06162,0.8397111327491074
com-LiveJournal,1,true,close,9,0.03734,1.3857257632565614
com-LiveJournal,1,true,close,10,0.05892,0.8781907671418873
com-LiveJournal,1,true,spread,1,0.03681,1.037190980711763
com-LiveJournal,1,true,spread,2,0.0372,1.0263172043010753
com-LiveJournal,1,true,spread,3,0.03703,1.031028895490143
com-LiveJournal,1,true,spread,4,0.03701,1.03158605782221
com-LiveJournal,1,true,spread,5,0.03776,1.0110963983050847
com-LiveJournal,1,true,spread,6,0.03694,1.0335408770979966
com-LiveJournal,1,true,spread,7,0.04095,0.9323321123321122
com-LiveJournal,1,true,spread,8,0.0385,0.9916623376623376
com-LiveJournal,1,true,spread,9,0.04207,0.9075112907059661
com-LiveJournal,1,true,spread,10,0.03752,1.0175639658848614
com-LiveJournal,4,false,close,1,0.0393,1.2845547073791348
com-LiveJournal,4,false,close,2,0.0397,1.2716120906801007
com-LiveJournal,4,false,close,3,0.03971,1.271291866028708
com-LiveJournal,4,false,close,4,0.03927,1.2855360325948562
com-LiveJournal,4,false,close,5,0.03282,1.5381779402803168
com-LiveJournal,4,false,close,6,0.03385,1.491373707533235
com-LiveJournal,4,false,close,7,0.03772,1.3383616118769885
com-LiveJournal,4,false,close,8,0.03811,1.3246654421411703
com-LiveJournal,4,false,close,9,0.03521,1.4337688156773645
com-LiveJournal,4,false,close,10,0.03809,1.3253609871357312
com-LiveJournal,4,false,spread,1,0.03569,1.1520594003922666
com-LiveJournal,4,false,spread,2,0.03135,1.311547049441786
com-LiveJournal,4,false,spread,3,0.03146,1.306961220597584
com-LiveJournal,4,false,spread,4,0.0342,1.2022514619883038
com-LiveJournal,4,false,spread,5,0.03475,1.1832230215827335
com-LiveJournal,4,false,spread,6,0.03587,1.1462782269305825
com-LiveJournal,4,false,spread,7,0.0306,1.343692810457516
com-LiveJournal,4,false,spread,8,0.02736,1.50281432748538
com-LiveJournal,4,false,spread,9,0.03603,1.141187898973078
com-LiveJournal,4,false,spread,10,0.03271,1.2570162029960255
com-LiveJournal,4,true,close,1,0.02634,1.964426727410782
com-LiveJournal,4,true,close,2,0.03251,1.5916025838203631
com-LiveJournal,4,true,close,3,0.03298,1.568920557913887
com-LiveJournal,4,true,close,4,0.0246,2.103373983739837
com-LiveJournal,4,true,close,5,0.03289,1.5732137427789599
com-LiveJournal,4,true,close,6,0.03395,1.5240942562592046
com-LiveJournal,4,true,close,7,0.02228,2.3223967684021543
com-LiveJournal,4,true,close,8,0.03199,1.6174742106908409
com-LiveJournal,4,true,close,9,0.03288,1.573692214111922
com-LiveJournal,4,true,close,10,0.02078,2.490038498556304
com-LiveJournal,4,true,spread,1,0.03387,1.1272217301446708
com-LiveJournal,4,true,spread,2,0.03154,1.2104946100190235
com-LiveJournal,4,true,spread,3,0.03561,1.0721426565571468
com-LiveJournal,4,true,spread,4,0.03345,1.1413751868460387
com-LiveJournal,4,true,spread,5,0.0329,1.1604559270516717
com-LiveJournal,4,true,spread,6,0.03465,1.1018470418470419
com-LiveJournal,4,true,spread,7,0.03403,1.121921833676168
com-LiveJournal,4,true,spread,8,0.03548,1.0760710259301014
com-LiveJournal,4,true,spread,9,0.02915,1.3097427101200685
com-LiveJournal,4,true,spread,10,0.03271,1.167196575970651
com-LiveJournal,12,false,close,1,0.01629,3.0990178023327197
com-LiveJournal,12,false,close,2,0.01627,3.1028272894898588
com-LiveJournal,12,false,close,3,0.01636,3.085757946210269
com-LiveJournal,12,false,close,4,0.01631,3.0952176578786017
com-LiveJournal,12,false,close,5,0.01626,3.1047355473554736
com-LiveJournal,12,false,close,6,0.01593,3.169052102950408
com-LiveJournal,12,false,close,7,0.01635,3.0876452599388378
com-LiveJournal,12,false,close,8,0.01613,3.1297582145071297
com-LiveJournal,12,false,close,9,0.01628,3.100921375921376
com-LiveJournal,12,false,close,10,0.01665,3.0320120120120118
com-LiveJournal,12,false,spread,1,0.01476,2.78570460704607
com-LiveJournal,12,false,spread,2,0.01549,2.6544222078760487
com-LiveJournal,12,false,spread,3,0.01491,2.7576794097920856
com-LiveJournal,12,false,spread,4,0.01299,3.165280985373364
com-LiveJournal,12,false,spread,5,0.01365,3.0122344322344317
com-LiveJournal,12,false,spread,6,0.01505,2.7320265780730892
com-LiveJournal,12,false,spread,7,0.01542,2.6664721141374836
com-LiveJournal,12,false,spread,8,0.0149,2.7595302013422813
com-LiveJournal,12,false,spread,9,0.01294,3.1775115919629053
com-LiveJournal,12,false,spread,10,0.01515,2.7139933993399334
com-LiveJournal,12,true,close,1,0.01491,3.470355466130114
com-LiveJournal,12,true,close,2,0.01591,3.25223130106851
com-LiveJournal,12,true,close,3,0.01634,3.166646266829865
com-LiveJournal,12,true,close,4,0.01347,3.841351150705271
com-LiveJournal,12,true,close,5,0.01717,3.013570180547466
com-LiveJournal,12,true,close,6,0.01664,3.1095552884615385
com-LiveJournal,12,true,close,7,0.01634,3.166646266829865
