GRAPH_NAME,THREADS,DISABLE_HYPERTHREADING,THREAD_BIND_POLICY,AVERAGE_CPU_FREQUENCY,MEMORY_BOUND,CACHE_BOUND,DRAM_BOUND,CPI_RATE,AVERAGE_CPU_FREQUENCY_STD,MEMORY_BOUND_STD,CACHE_BOUND_STD,DRAM_BOUND_STD,CPI_RATE_STD
web-Google,12,True,close,2850472837.630333,25.259999999999998,35.58,0.0,0.99537,2343651.5918582506,1.209545369136686,2.7252522818997886,0.0,0.02317017004685123
web-Google,12,True,spread,3117414727.428145,37.56,46.96,0.5599999999999999,1.2475758000000001,1805484.1475016824,0.6308724118235008,1.1216059914247967,0.31304951684997057,0.007972808802423395
web-Google,22,False,close,2829339110.0593195,24.34,50.18,0.0,1.7121258000000001,582194.9697934415,1.188696765369539,1.4307340773183517,0.0,0.002604974318491402
web-Google,22,False,spread,2837471350.4867835,31.02,39.88,0.0,1.2860033999999998,2598277.892620325,3.255303365279495,5.288856209049364,0.0,0.013774147625170926
web-Google,22,True,close,2848149841.2808723,26.560000000000002,35.42,0.0,1.0998874,5974953.916093609,1.5678010077812812,6.282276657391012,0.0,0.00991138508484057
web-Google,22,True,spread,2836624106.450178,30.2,39.56,0.0,1.3059352,2962426.35515547,1.317193987231949,3.6315286037700427,0.0,0.00796171537421429
web-Google,28,False,close,2831924150.235025,25.660000000000004,54.92,0.0,1.7421447999999997,926131.4966742235,1.5709869509324381,2.096902477465271,0.0,0.010762441344787842
web-Google,28,False,spread,2837083252.8429337,34.06,37.64,0.0,1.3346258,1412891.6379267357,1.1696153213770766,1.5404544783926615,0.0,0.013002019716182542
web-Google,28,True,close,2895761153.4287515,32.86,38.04,0.0,1.3617464,1983076.7393796789,0.6841052550594834,1.2280065146406973,0.0,0.012994696006448111
web-Google,28,True,spread,2835517545.4028573,35.779999999999994,40.6,0.0,1.3693300000000002,2077626.2788766795,1.7626684316683023,2.5485289874749335,0.0,0.028277899037941274
web-Google,36,False,close,2827124047.7753677,22.06,43.64,0.0,1.8231504,1386520.8439550542,1.5485477067239484,2.4326939799325356,0.0,0.0023017385385834025
web-Google,36,False,spread,2836725215.030736,29.24,36.78,0.0,1.4251136,979807.8680162203,1.5646085772486342,1.9084024732744425,0.0,0.021439914255891885
web-Google,36,True,close,2830744413.7765365,30.52,35.839999999999996,0.0,1.4639926,1974994.0505836215,1.7569860557215595,3.0786360616350903,0.0,0.023676640857604757
web-Google,36,True,spread,2831204128.012856,30.5,36.36,0.0,1.458481,2138743.1780117988,1.955760721560793,3.8500649345173352,0.0,0.012350429850818976
web-Google,44,False,close,2824815874.756892,23.3,45.04,0.0,1.9264962,1550937.2998939885,2.648584527629806,2.623547217032696,0.0,0.0021468175749234076
web-Google,44,False,spread,2827724436.303659,30.6,36.739999999999995,0.0,1.6821272,3160256.039519982,5.209606511052443,2.804104135013536,0.0,0.20687137122908036
web-Google,44,True,close,2831211464.714672,27.360000000000003,36.5,0.0,1.5908380000000002,2792244.345658341,0.3714835124201345,2.4238399287081656,0.0,0.008165241668193258
web-Google,44,True,spread,2829209297.3961487,28.559999999999995,37.06,0.0,1.6262842,2277249.191852464,3.175373993721053,3.628084894265845,0.0,0.07990805929128798
web-Google,66,False,close,2827249483.0624533,27.160000000000004,48.88,0.0,2.1534744,2600588.4251183183,3.5962480448378424,1.863330351816339,0.0,0.0052251135202979445
web-Google,66,False,spread,2823204177.8685513,27.24,42.38,0.0,2.0154854,2297965.125106746,1.2700393694685208,0.8136338242723197,0.0,0.02438931450041184
web-Google,66,True,close,2834976248.4298496,51.339999999999996,76.84,0.0,1.4118667999999999,12797589.840172434,1.2136721138759006,11.601206833773807,0.0,0.15346329438728995
web-Google,66,True,spread,2838171575.2374535,50.56,75.46000000000001,0.0,1.363496,4923147.148504122,2.596728711282715,14.74798291292745,0.0,0.022092774078870232
web-Google,88,False,close,2818496044.2628016,24.06,39.46,0.0,2.2705904,6656697.426058177,0.4827007354458869,2.511573212152096,0.0,0.006950261887152236
web-Google,88,False,spread,2820997676.742406,26.76,36.28,0.0,2.2878064,6704244.082133806,1.0968135666557004,2.4180570712867793,0.0,0.007900041664447102
web-Google,88,True,close,2843135039.3617516,54.279999999999994,97.06,0.13999999999999999,1.4840236,6591371.902940122,2.6957373759326035,5.874351027985991,0.31304951684997057,0.13051127036505308
web-Google,88,True,spread,2845651195.042371,53.44,99.3,0.0,1.4128858000000002,4040331.2568038227,2.4439721766010365,1.5652475842498539,0.0,0.0496418931417809
web-NotreDame,1,False,close,3609011018.7143965,5.4799999999999995,12.940000000000001,0.0,0.4873986,4688655.122125764,0.14832396974191364,0.05477225575051652,0.0,0.0006331672764759702
web-NotreDame,1,False,spread,3597005778.1182213,6.3,13.540000000000001,0.0,0.4829586,5068513.584877727,0.2121320343559642,0.9838699100999079,0.0,0.0006576931655415109
web-NotreDame,1,True,close,3604532854.123922,6.68,14.36,0.0,0.48434999999999995,7218375.063743102,0.6534523701081817,1.242175510948433,0.0,0.0010795005789715848
web-NotreDame,1,True,spread,3602342299.243345,6.58,14.76,0.0,0.48470119999999994,6163172.694287324,0.5630275304103701,0.9838699100999069,0.0,0.0005164195968396333
web-NotreDame,4,False,close,3584564065.8900313,8.059999999999999,27.3,0.0,0.751856,7284706.933744658,1.2441864811996628,1.9326148090087671,0.0,0.0012391252963279804
web-NotreDame,4,False,spread,3587185915.1817994,22.28,19.919999999999998,7.4799999999999995,0.6282262000000001,12778209.031608932,2.017919720900711,1.8458060569843184,0.7949842765740718,0.0017240977930500197
web-NotreDame,4,True,close,3339657948.5765543,10.3,20.060000000000002,0.0,0.5336605999999999,7235752.866654037,1.3472193585307477,2.5976912826585083,0.0,0.0016568727470750075
web-NotreDame,4,True,spread,3582639044.2335863,21.5,17.32,8.459999999999999,0.631723,5047796.018178281,2.6105554964413216,4.130012106519785,0.8203657720797475,0.0009817632097405286
web-NotreDame,12,False,close,3132767521.47197,9.0,19.96,0.16,1.0635676,3494150.8820406254,1.88812075884992,3.572534114602686,0.3577708763999664,0.0014018164287808515
web-NotreDame,12,False,spread,3142355684.798979,17.080000000000002,22.740000000000002,0.9199999999999999,0.8557394,7482339.805626768,3.974543999001647,5.2328768378397745,0.9628083921528726,0.0014062330176752799
web-NotreDame,12,True,close,2880030581.9293427,11.440000000000001,15.5,0.48,0.7893966,10280703.474588491,1.4484474446799933,1.4071247279470291,0.6572670690061992,0.0037751897038427185
web-NotreDame,12,True,spread,3136964582.320904,17.32,23.54,0.9199999999999999,0.8552152,13877411.01343114,3.0589213785254423,3.1165686259089496,0.5167204273105525,0.0027257087518662063
web-NotreDame,22,False,close,2859944975.557132,5.779999999999999,20.22,0.9800000000000001,1.2715147999999998,3914242.186321521,1.6099689437998488,7.233049149563412,1.1099549540409286,0.0024607366173567398
web-NotreDame,22,False,spread,2863662120.1231375,19.2,20.28,1.94,1.052984,11684870.299446749,3.561600763701624,1.6269603560013386,0.3714835124201343,0.0037257603921884174
web-NotreDame,22,True,close,2862292819.321616,19.28,19.6,1.7,1.0006078,24421240.18392197,3.568893385911102,2.448468909339059,0.8514693182963199,0.005490832377700136
web-NotreDame,22,True,spread,2882492646.7920713,16.22,17.04,1.7600000000000002,1.0529612,11714215.68005741,9.959769073628163,13.313264062580595,0.5683308895353127,0.0030164454578194984
web-NotreDame,28,False,close,2844577201.4560328,6.720000000000001,23.9,1.2600000000000002,1.4144704000000001,2882611.719819493,1.5927962832704001,5.5529271560142055,0.8049844718999244,0.004831209455198495
web-NotreDame,28,False,spread,2854562148.168428,13.280000000000001,17.02,1.9,1.1755682,9458998.990108982,3.3146643872344,4.267551991481768,0.324037034920393,0.007537010262697111
web-NotreDame,28,True,close,2934401017.978813,8.84,11.14,2.1599999999999997,1.1789324,15069691.021080242,4.726838266748715,5.928996542417614,0.8820430828479979,0.009550737892958832
web-NotreDame,28,True,spread,2858760440.0291586,13.88,19.16,1.98,1.175862,13348338.85139787,6.346022376260581,9.363653133259476,0.3834057902536162,0.007690395958596662
web-NotreDame,36,False,close,2853645288.9910774,10.58,30.8,0.38,1.5613112,10082246.883211102,1.994241710525582,7.882258559575422,0.8497058314499201,0.0032645271786278652
web-NotreDame,36,False,spread,2842317539.3681517,13.24,19.16,1.56,1.3195299999999999,13923835.579493104,0.2408318915758461,0.5504543577809141,0.6804410334481601,0.009392916879223412
web-NotreDame,36,True,close,2842645232.5924153,14.080000000000002,21.06,1.64,1.3284386,6241685.261997733,1.64529632589391,2.112581359380035,0.4669047011971501,0.004664865517890068
web-NotreDame,36,True,spread,2835517087.2507586,14.580000000000002,22.3,1.54,1.3258124,2626663.004020072,4.219834119962538,6.738323233564859,0.2190890230020664,0.005614393760683295
web-NotreDame,44,False,close,2847818415.7240167,6.9,21.86,0.6599999999999999,1.7047978000000001,5230981.674030362,0.8514693182963196,7.757770298223582,0.909945053286186,0.0012797389186860878
web-NotreDame,44,False,spread,2846397792.891749,14.680000000000001,21.54,1.8,1.4292416,6713076.418923435,0.6260990336999412,0.7334848328356909,0.23452078799117151,0.009043448750338532
web-NotreDame,44,True,close,2838057557.7555156,17.48,25.82,1.42,1.4222354,6414595.724270056,1.3989281611290842,2.714221803758859,0.8136338242723197,0.006547454337374138
web-NotreDame,44,True,spread,2847438611.965744,15.98,23.8,1.48,1.4320398,6273309.702337285,2.732581197329734,4.795310208943736,0.8526429498916883,0.00721456770707714
web-NotreDame,66,False,close,2833052885.204007,8.66,21.6,0.0,1.9924212000000001,15877430.3119547,1.2300406497347978,6.610597552415365,0.0,0.004356776870577601
web-NotreDame,66,False,spread,2833703926.265514,8.02,17.52,0.0,1.8966450000000001,11843127.844703527,0.38340579025361643,1.3498148021117553,0.0,0.008166471943256742
web-NotreDame,66,True,close,2959128736.967248,39.739999999999995,71.32000000000001,2.1,0.7523785999999999,21046873.171771105,3.4209647761998387,10.758577972947908,4.695742752749559,0.0041087158942910715
web-NotreDame,66,True,spread,2961784339.393069,36.82,71.0,0.0,0.756076,19738721.260644875,6.326294333968346,16.175289796476598,0.0,0.008814379842053513
web-NotreDame,88,False,close,2828012976.898713,8.34,15.4,0.0,2.145786,9715153.00121275,0.7368853370776217,1.6062378404209006,0.0,0.005233656608911305
web-NotreDame,88,False,spread,2828081786.5393667,7.779999999999999,13.88,0.0,2.189033,15954651.057635603,0.4919349550499534,0.48166378315169167,0.0,0.012560351109742105
web-NotreDame,88,True,close,2980004469.0193934,46.6,73.12,0.0,0.7927034,26726489.622702867,6.358852097666684,7.417681578498764,0.0,0.009897229324411956
web-NotreDame,88,True,spread,2974407546.618838,47.6,77.66,0.0,0.7971126,23359134.33559089,4.963365793491349,12.773135871820982,0.0,0.008694336334649087
web-Stanford,1,False,close,3597493125.219972,29.18,41.38,0.0,0.8886381999999999,1950352.111306567,0.46043457732885357,0.40249223594996414,0.0,0.0006738699429415268
web-Stanford,1,False,spread,3596565880.689183,29.68,41.82,0.0,0.8827235999999999,1125339.4168073852,0.8786353054595512,0.9757048734120359,0.0,0.002771511194276544
web-Stanford,1,True,close,3598969039.1520576,29.6,41.62,0.0,0.8829038,2829260.133487696,0.5787918451395108,1.0281050529979887,0.0,0.002931488904976469
web-Stanford,1,True,spread,3597237251.450316,29.96,41.98,0.0,0.8856538,2375514.7338712863,0.2509980079602222,0.5310367218940701,0.0,0.0011234997552291915
web-Stanford,4,False,close,3578363296.484259,31.0,57.339999999999996,0.0,1.58605,723938.0628656975,0.418330013267038,0.8619744775803978,0.0,0.0012361308587685714
web-Stanford,4,False,spread,3578918286.0930414,39.54,50.519999999999996,0.0,1.1737212,2789293.2809084244,1.4673104647619766,1.8566098136118954,0.0,0.004902353128855703
web-Stanford,4,True,close,3312058011.1434393,32.08,41.56,0.0,0.952807,1816489.555468211,1.3645512082732534,1.9449935732541666,0.0,0.0024412705708298644
web-Stanford,4,True,spread,3579747466.1425033,40.519999999999996,51.8,0.0,1.1776579999999999,2400836.374453503,0.7661592523751188,1.2980754985747174,0.0,0.004049142563555939
web-Stanford,12,False,close,3111895030.7783566,24.68,46.36,0.0,1.6274377999999998,2730149.970731612,1.2755391017134683,3.0907927785602203,0.0,0.004126603349002659
web-Stanford,12,False,spread,3120180123.4260907,33.78,45.220000000000006,0.0,1.2733345999999999,2203519.7929504146,0.7949842765740661,2.0278066969018527,0.0,0.0022173879453086533
web-Stanford,12,True,close,2849121252.825353,26.22,32.480000000000004,0.0,1.0748104,4325065.054034385,3.4708788512421456,5.371871182372116,0.0,0.009351404509484155
web-Stanford,12,True,spread,3116324313.5190744,35.339999999999996,43.9,0.0,1.2859390000000002,5690525.097916395,5.387299880273977,7.91991161566845,0.0,0.013558006011209895
web-Stanford,22,False,close,2836087266.764356,24.0,36.54,0.0,1.6634768000000002,5052029.556478087,3.401470270338989,5.262888940496464,0.0,0.0027816612302722786
web-Stanford,22,False,spread,2841741195.0628486,30.18,40.64,0.0,1.3330516,3653159.9698846573,4.361994956439085,9.736683213497296,0.0,0.004954000635849752
web-Stanford,22,True,close,2850352661.738173,20.919999999999998,26.880000000000003,0.0,1.182401,3684399.613120137,4.507438296859981,8.208044834185543,0.0,0.005748107210204041
web-Stanford,22,True,spread,2838547120.8230066,26.639999999999997,34.519999999999996,0.0,1.341044,6563801.483553722,1.2198360545581524,2.594609797252759,0.0,0.00560775828651698
web-Stanford,28,False,close,2834303816.536108,18.82,33.06,0.0,1.764788,3565869.1908926433,1.6053037095827056,2.7862160720231315,0.0,0.0022394517186132574
web-Stanford,28,False,spread,2836791846.971784,30.5,40.18,0.0,1.4505398,4250360.614927387,4.050308630215725,8.767667876921434,0.0,0.004533536776072329
web-Stanford,28,True,close,2893277210.486541,28.74,38.78,0.0,1.4647728,5869102.662631099,3.8707880334629556,7.222326494973766,0.0,0.0052476851753891565
web-Stanford,28,True,spread,2837612797.739943,26.839999999999996,35.38,0.0,1.450663,1826625.1096833593,0.492950301754649,3.6127551812986183,0.0,0.0034058334515945066
web-Stanford,36,False,close,2834293547.4077787,15.64,30.76,0.0,1.8901694,5563201.54308431,0.9154233993076651,1.225969004502152,0.0,0.0031251341251216894
web-Stanford,36,False,spread,2833867819.405327,25.06,30.3,0.0,1.5630582,8304381.625577402,3.025392536514889,5.462142436809937,0.0,0.005247340250069547
web-Stanford,36,True,close,2836374495.630048,24.2,32.660000000000004,0.0,1.5621838000000001,8108532.928005276,2.9206163733020456,4.863435000079675,0.0,0.0034455015164704442
web-Stanford,36,True,spread,2836816799.687726,23.54,30.160000000000004,0.16,1.5684516,6710077.334969495,1.7008821240756224,1.230040649734796,0.3577708763999664,0.0054286114983484466
web-Stanford,44,False,close,2823888286.811866,18.880000000000003,28.72,0.0,2.0023614000000003,1692749.8081813406,1.2557866060760476,5.2399427477788345,0.0,0.003710622494946041
web-Stanford,44,False,spread,2832488529.8543463,25.22,36.96,0.0,1.656719,5035590.968835873,0.9418067742376885,3.656911264988526,0.0,0.0098734851243116
web-Stanford,44,True,close,2825639387.6399746,18.94,27.579999999999995,0.0,1.6649762,400934.17545608815,3.0046630426721728,6.734018116993747,0.0,0.004494499771943443
web-Stanford,44,True,spread,2827652423.916677,19.880000000000003,29.68,0.0,1.6600791999999998,2784237.582001396,4.391696710839672,8.77194391226939,0.0,0.003784571996936973
web-Stanford,66,False,close,2817911011.5334473,18.82,33.1,0.0,2.2907274,2777277.6867729235,1.4872793954062578,1.924837655492015,0.0,0.004154174322293255
web-Stanford,66,False,spread,2816968493.0292587,14.14,25.639999999999997,0.0,2.1544822,4256144.381164911,0.8792041856133305,1.3296616110875734,0.0,0.00222766092572462
web-Stanford,66,True,close,2889357368.542266,38.239999999999995,87.44,0.0,1.2173004,4585832.275537728,6.506381482821307,15.494289270566746,0.0,0.004405788102031202
web-Stanford,66,True,spread,2892288029.595898,40.86,93.96000000000001,0.2,1.221717,3708071.0291864173,3.342603775501966,4.844894219691492,0.447213595499958,0.009345664850613906
web-Stanford,88,False,close,2816717734.9650316,16.84,28.0,0.0,2.3915996,2457918.616143116,1.5820872289478858,1.5427248620541507,0.0,0.005707957979873393
web-Stanford,88,False,spread,2816592810.9261413,15.64,25.8,0.0,2.4192922,3251138.860319732,1.6133815419794535,2.573907535246751,0.0,0.005928312466461247
web-Stanford,88,True,close,2898704138.707437,41.08,99.02000000000001,0.0,1.2624838,3205063.231085735,5.953738321424616,2.1913466179497987,0.0,0.004013669978959457
web-Stanford,88,True,spread,2900939085.56388,40.480000000000004,100.0,0.13999999999999999,1.2674556,8595465.838669991,4.225754370523685,0.0,0.31304951684997057,0.0043416650953293
