GRAPH_NAME,THREADS,DISABLE_HYPERTHREADING,THREAD_BIND_POLICY,AVERAGE_CPU_FREQUENCY,MEMORY_BOUND,CACHE_BOUND,DRAM_BOUND,CPI_RATE,AVERAGE_CPU_FREQUENCY_STD,MEMORY_BOUND_STD,CACHE_BOUND_STD,DRAM_BOUND_STD,CPI_RATE_STD
com-Orkut,4,False,close,3580821277.6327896,35.38,59.5,1.6,1.301483,378368.6271682625,1.2755391017134692,1.4195069566578395,0.897217922246318,0.009761216855494931
com-Orkut,4,False,spread,3581885792.3195176,48.220000000000006,50.239999999999995,7.159999999999999,1.0734434,1797943.8594478874,0.9602083107326228,1.480878117874661,0.9449867723941958,0.002470497783848351
com-Orkut,4,True,close,3376582360.633849,33.82,39.260000000000005,4.720000000000001,0.8345624,1606089.3325606878,0.5932958789676532,1.5931101656822124,1.886001060445089,0.012200022573749619
com-Orkut,4,True,spread,3582589070.7316117,50.2,51.739999999999995,10.78,1.1363822,1602665.0154857058,1.0198039027185568,1.2837445228704965,0.45497252664309284,0.002151459318695103
com-Orkut,12,False,close,3174524362.53992,32.339999999999996,59.0,0.0,1.3635932,2350736.5339869573,0.80187280786918,0.5567764362830062,0.0,0.02310743570152255
com-Orkut,12,False,spread,3183881841.507829,45.4,48.760000000000005,5.44,1.133848,3981477.1174152126,0.894427190999917,3.1165686259089465,2.209751117207546,0.015554444252367272
com-Orkut,12,True,close,2970565844.1802306,32.7,41.96,0.0,0.8728846000000001,4869367.735441467,1.730606829987679,3.5288808424201563,0.0,0.0036373767058142555
com-Orkut,12,True,spread,3182605610.427462,44.56,46.54,7.82,1.1721752,1605989.1987550391,1.0945318634009704,3.2829864452964173,2.0945166506857857,0.01055712935413782
com-Orkut,22,False,close,2909417536.3132973,30.939999999999998,52.36,0.0,1.4322628,4504323.618630427,1.45705181788432,2.302824352832842,0.0,0.059493474614448316
com-Orkut,22,False,spread,2925574835.5692883,44.42,49.04,0.0,1.1626211999999998,3187883.495202218,2.967659010061635,5.489353331677606,0.0,0.010366088736838053
com-Orkut,22,True,close,2927131566.875843,33.660000000000004,40.519999999999996,0.9800000000000001,1.0569456000000002,3060103.9052546043,2.593838853899758,2.1890637268019426,0.8955445270895245,0.015660949150674015
com-Orkut,22,True,spread,2928033798.6665387,43.42,47.660000000000004,0.0,1.1695792,4012245.423245909,0.8671793355471502,1.6364595931461317,0.0,0.013020237390308971
com-Orkut,28,False,close,2895457503.974271,33.760000000000005,55.160000000000004,0.0,1.4955998000000001,1220146.955977376,1.1970797801316342,1.8297540818372298,0.0,0.018645489674449442
com-Orkut,28,False,spread,2905877309.759701,44.94,51.720000000000006,0.0,1.2544385999999998,4942420.457858851,2.234502181695063,0.7563068160475602,0.0,0.016900457680193198
com-Orkut,28,True,close,2947814224.691433,44.78,51.86,0.0,1.321802,2736123.876464066,2.438647165950827,4.491436295885761,0.0,0.02052822577574595
com-Orkut,28,True,spread,2903488207.393264,43.38,50.54,0.0,1.2497364000000002,2945073.372336743,1.3809417076763228,4.076518122123339,0.0,0.020753050602260896
com-Orkut,36,False,close,2895467337.604014,28.48,52.56,0.0,1.4304308,2265913.762704442,0.9203260291874832,2.004494948858691,0.0,0.014314523872626758
com-Orkut,36,False,spread,2891528969.9179764,40.3,49.8,0.0,1.3431656,2977124.1030317987,1.547578754054216,3.3158709263178503,0.0,0.013779907902449836
com-Orkut,36,True,close,2889527555.2780294,43.5,53.64,0.0,1.3919294,1432698.811473252,2.2945587811167543,2.94923718951189,0.0,0.012753419906048587
com-Orkut,36,True,spread,2892866689.7390585,40.5,52.379999999999995,0.0,1.3273962000000001,2041308.3813547052,1.343502884254439,0.804363102087605,0.0,0.024151672896509747
com-Orkut,44,False,close,2884861218.3852773,29.160000000000004,50.46,0.0,1.6114426000000002,4758241.642311424,2.558906016249913,3.8494155400528016,0.0,0.05571124214913892
com-Orkut,44,False,spread,2881421180.8308654,37.739999999999995,42.62,0.0,1.4716396,1122017.323245993,1.1148990985734981,2.6338185207033513,0.0,0.009886607648733704
com-Orkut,44,True,close,2883131498.931092,37.4,44.72,0.0,1.4647426,1377895.58828296,2.8887713651308577,3.518806615885563,0.0,0.009720954752492258
com-Orkut,44,True,spread,2883400731.148994,38.38,46.0,0.0,1.4689048,5420348.331632844,2.5272514714606436,5.525848351158399,0.0,0.03580919072947621
com-Orkut,66,False,close,2858611556.363208,32.42,54.720000000000006,0.0,2.0505237999999997,1708925.8251884063,2.159166505853589,3.5024277294471036,0.0,0.01694784312825688
com-Orkut,66,False,spread,2862618532.6546206,29.7,34.7,0.0,1.8421964,3851188.192693141,2.6115129714401193,4.7555231047698605,0.0,0.04112274160729073
com-Orkut,66,True,close,2899823295.4216356,60.120000000000005,81.84,0.0,1.3712545999999999,5624956.207704336,2.1580083410404147,2.564761197460688,0.0,0.028669666501373856
com-Orkut,66,True,spread,2898015656.2221093,59.419999999999995,82.88,0.0,1.3947642,2638110.748493085,1.9357169214531353,5.247094434065393,0.0,0.02468639350330459
com-Orkut,88,False,close,2846640298.9822764,34.46,51.720000000000006,0.22000000000000003,2.4145885999999996,1776707.1009799014,1.0807404868885047,2.517339865810732,0.49193495504995377,0.04119147189407041
com-Orkut,88,False,spread,2848335832.1851244,28.26,34.28,0.0,2.3008918,3407646.17734488,2.5510782034269353,5.161104532946412,0.0,0.10730946498655188
com-Orkut,88,True,close,2904824029.0998697,60.0,88.0,0.0,1.4162142,3679484.398152928,2.0408331631958543,3.739652390263029,0.0,0.01779495457145081
com-Orkut,88,True,spread,2905779185.0605397,62.92,89.34,0.45999999999999996,1.3928956,2583157.105600818,1.6084153692376861,5.488897885732617,1.028591269649903,0.011615345078817021
web-BerkStan,1,False,close,3596906005.0175223,10.120000000000001,19.94,0.0,0.5490438,473000.5821931941,0.228035085019828,0.21908902300206742,0.0,0.000261774139288055
web-BerkStan,1,False,spread,3594375786.834653,9.040000000000001,17.380000000000003,0.0,0.536054,4481331.939718023,0.18165902124584923,0.24899799195977526,0.0,0.0006207414920883072
web-BerkStan,1,True,close,3595884552.020963,9.56,17.64,0.0,0.5389136,876283.3339727054,0.2701851217221261,0.2880972058177583,0.0,0.0020500151950656677
web-BerkStan,1,True,spread,3596537763.976184,9.32,17.68,0.0,0.5378218,974316.3900659054,0.16431676725154998,0.438178046004133,0.0,0.0016946475149717684
web-BerkStan,4,False,close,3578409269.654382,4.32,26.04,0.0,0.731171,1156514.2950219112,0.20493901531919198,0.33615472627943155,0.0,0.0006943025277211703
web-BerkStan,4,False,spread,3578633827.1467605,18.9,22.72,0.0,0.6013352000000001,4472840.859634507,1.0464224768228176,1.134460224071343,0.0,0.002388946253058064
web-BerkStan,4,True,close,3329828763.714595,14.38,17.759999999999998,0.0,0.5629725999999999,1914749.4081256606,1.080277742064512,0.9813256340277673,0.0,0.0024907350922970684
web-BerkStan,4,True,spread,3579958210.276863,17.98,22.18,0.0,0.608907,1039616.819371719,0.4324349662087925,0.6648308055437854,0.0,0.0010928455975113994
web-BerkStan,12,False,close,3132291986.560882,6.14,22.380000000000003,0.0,0.8594722000000001,2210755.151139323,0.16733200530681505,1.4720733677368119,0.0,0.0009005005274845901
web-BerkStan,12,False,spread,3138130468.116441,19.080000000000002,19.639999999999997,3.3,0.7103006000000001,1645056.7861691865,1.8939376969689368,1.9243180610283737,1.8854707634964802,0.002477454399176731
web-BerkStan,12,True,close,2877942724.023818,13.6,16.6,0.06,0.6783631999999999,2944868.266446026,1.4983324063771688,1.467991825590319,0.1341640786499874,0.0035759417221202074
web-BerkStan,12,True,spread,3139198542.1099257,18.14,18.919999999999998,3.3,0.719224,628729.8926666386,1.1282730166054662,3.115605880081754,1.8627936010197155,0.0015361160437935347
web-BerkStan,22,False,close,2852050681.2384253,9.0,21.52,0.44000000000000006,1.028608,2641992.960195201,0.9082951062292476,0.8197560612767685,0.433589667773576,0.005766055063906321
web-BerkStan,22,False,spread,2858260835.4676275,16.7,20.26,2.38,0.8588516,2282175.0389993093,2.103568396796264,3.025392536514889,1.7020575783445167,0.001314112362014771
web-BerkStan,22,True,close,2859426758.5387197,14.0,16.6,0.6,0.8383390000000001,1668102.5591485675,1.2328828005937953,1.5182226450688976,0.22360679774997894,0.0009280428330632218
web-BerkStan,22,True,spread,2861442981.321476,16.080000000000002,18.4,2.2600000000000002,0.8620572000000001,429913.6504361706,2.992824752637548,3.4856850115866758,2.238972978845435,0.0013107140038925683
web-BerkStan,28,False,close,2845551909.659631,9.72,20.06,0.58,1.1484722,1233596.9546055116,0.7014271166700073,1.6876018487783186,0.23874672772626646,0.005116093597658249
web-BerkStan,28,False,spread,2852480712.6022134,14.959999999999999,16.639999999999997,1.56,0.9571439999999999,3218815.1651456445,3.3908700948281694,3.979698481040995,1.6516658257650065,0.0029847169882587215
web-BerkStan,28,True,close,2906443636.8951516,15.080000000000002,17.06,0.96,0.9545045999999999,3157511.8303179727,0.6016643582596534,1.3202272531651507,0.2073644135332772,0.0018890657214612585
web-BerkStan,28,True,spread,2850581971.4203167,15.26,17.54,1.0,0.9626004,1493239.2658396843,0.7300684899377603,0.9449867723941948,0.51478150704935,0.0038063243818676398
web-BerkStan,36,False,close,2845889627.272087,10.24,19.380000000000003,0.34,1.1837386,1995422.3199186446,0.8933084573650917,0.8613942186943212,0.4669047011971501,0.0025442631153242976
web-BerkStan,36,False,spread,2848548720.3597593,14.819999999999999,19.78,1.1400000000000001,0.9920114,1555632.799419871,1.8780308836651216,3.0069918523334915,0.8848728722251575,0.0013731097188498435
web-BerkStan,36,True,close,2849864388.234335,14.7,18.32,1.1800000000000002,0.9959620000000001,2268700.6992660863,2.1563858652847827,2.385791273351462,0.303315017762062,0.0024951730400916395
web-BerkStan,36,True,spread,2848783954.759318,13.7,17.36,0.8,1.0030694,2625943.7878177287,1.494991638772606,2.1372880011828075,0.45825756949558405,0.0015331339797943501
web-BerkStan,44,False,close,2838674635.0389833,10.52,21.380000000000003,0.1,1.2996560000000001,1405379.196138369,0.8526429498916874,1.6798809481626962,0.223606797749979,0.0035988687111368186
web-BerkStan,44,False,spread,2842737807.0474043,14.940000000000001,19.64,0.9800000000000001,1.1068586,1112008.006870879,2.311493023999857,3.8753064394961085,1.5006665185843258,0.008320161615016902
web-BerkStan,44,True,close,2842586704.951335,16.119999999999997,21.28,0.8,1.113345,2628594.4580588583,2.507389080298468,3.3372144072564485,1.47648230602334,0.008263397969358651
web-BerkStan,44,True,spread,2841867427.7690215,15.919999999999998,20.7,0.6,1.1133583999999999,2269368.7171368594,0.5495452665613632,0.6595452979136466,0.552268050859363,0.0007022352170034751
web-BerkStan,66,False,close,2827806235.0291243,12.28,21.14,0.0,1.5648202,1311355.2301595837,0.7362064927722388,2.0549939172659366,0.0,0.0031607437732280776
web-BerkStan,66,False,spread,2827188029.5754976,10.719999999999999,17.4,0.0,1.5006606,1833074.9432903796,0.6340346993658944,0.48989794855663626,0.0,0.00811310595887915
web-BerkStan,66,True,close,2867600484.847011,25.9,43.48,0.6199999999999999,0.6729388000000001,11328313.898984212,2.23606797749979,6.689319845843823,0.8843076387773657,0.0013851229909289354
web-BerkStan,66,True,spread,2859460511.302451,25.06,45.04,0.6,0.6737493999999999,12425319.030564351,1.798054504179446,3.8207329139839095,1.3416407864998738,0.004031160602109515
web-BerkStan,88,False,close,2821968242.028181,13.3,21.919999999999998,0.0,1.7829301999999998,822459.3224279841,0.7648529270389177,1.956271964732921,0.0,0.0035061062020423687
web-BerkStan,88,False,spread,2821151460.2580976,13.14,21.46,0.0,1.7914915999999999,619084.948102109,0.6503845016603638,1.781291666179349,0.0,0.003257435463673897
web-BerkStan,88,True,close,2879641648.817625,23.86,36.78,0.54,0.6867544000000001,2967220.147255918,3.970264474817766,6.273117247429703,0.7402702209328699,0.003219198782305921
web-BerkStan,88,True,spread,2878160064.2440815,23.16,36.160000000000004,0.6,0.689484,7302031.755729656,3.4413660078521144,6.304204945907139,1.3416407864998738,0.002886639308954277
web-Google,1,False,close,3595887514.631955,31.860000000000003,46.04,0.0,0.973336,596461.9881941102,0.11401754250991362,0.08944271909999339,0.0,0.001514229341942588
web-Google,1,False,spread,3596673760.673299,31.060000000000002,45.480000000000004,0.0,0.953905,568766.2401351535,0.8111719916269291,0.9364827814754538,0.0,0.015447694342522439
web-Google,1,True,close,3597030969.855952,30.139999999999997,44.42,0.0,0.9360638,1098324.6469977528,0.5683308895353134,0.4868264577855225,0.0,0.010027913327307916
web-Google,1,True,spread,3597218762.9867516,30.119999999999997,44.2,0.0,0.935092,967677.5163311488,0.3271085446759229,0.14142135623730698,0.0,0.0067577062306673485
web-Google,4,False,close,3576478166.0650344,32.06,64.78,0.18,1.7466307999999997,1160415.1081323114,0.4277849927241504,0.5263078946776282,0.40249223594996214,0.005435251622510163
web-Google,4,False,spread,3577715643.7643404,41.2,49.28,5.56,1.2273288,387157.7602977497,0.3937003937005913,1.2153188881935473,0.05477225575051644,0.007047967735453959
web-Google,4,True,close,3312275265.5588408,28.22,41.519999999999996,0.0,0.9603356,2188079.2335024937,0.6140032573203504,1.2577758146824094,0.0,0.004614451516702726
web-Google,4,True,spread,3578724016.087683,41.28,49.56,5.44,1.2458186000000002,996610.6048432409,0.44384682042344287,0.5941380311005193,0.054772255750516356,0.006350088251355223
web-Google,12,False,close,3108279429.182563,29.26,57.779999999999994,0.0,1.7011606000000001,2404850.4727002657,0.6503845016603643,1.4131525041551598,0.0,0.00727704193336826
web-Google,12,False,spread,3116269646.604716,36.14,43.3,0.7,1.2275193999999998,1163895.8872217243,1.1458621208504964,1.2747548783981961,0.0,0.007712019242714588
