Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	0.552074
1	SP GFLOPS	0.181135
1	DP GFLOPS	0.0
1	x87 GFLOPS	0.0
1	CPI Rate	0.857449
1	Average CPU Frequency	3148465353.846154
1	Total Thread Count	12
0	Effective Physical Core Utilization	11.6% (5.099 out of 44)
1	Effective Logical Core Utilization	5.8% (5.063 out of 88)
0	Memory Bound	16.7
1	Cache Bound	21.6
1	DRAM Bound	1.1
2	DRAM Bandwidth Bound	0.0
1	NUMA: % of Remote Accesses	0.0
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	168.000000	20.900000	6.665768	0.0
1	DRAM Single-Package, GB/sec	84.000000	17.800000	5.760093	0.0
1	QPI Outgoing, GB/sec	68.000000	12.300000	3.840062	0.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	1.1
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	0.0
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	0.0
2	x87 FLOPs	0.0
2	Non-FP	98.9
1	FP Arith/Mem Rd Instr. Ratio	0.041321
1	FP Arith/Mem Wr Instr. Ratio	0.246907
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/web-NotreDame/web-NotreDame.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	6058152
1	Collection start time	21:40:55 04/10/2025 UTC
1	Collection stop time	21:40:56 04/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199990166
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	84000000000.000000
