Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	8.410820
1	SP GFLOPS	2.901029
1	DP GFLOPS	0.606363
1	x87 GFLOPS	0.0
1	CPI Rate	2.933616
1	Average CPU Frequency	2803740571.120436
1	Total Thread Count	66
0	Effective Physical Core Utilization	75.7% (33.317 out of 44)
1	Effective Logical Core Utilization	37.8% (33.228 out of 88)
0	Memory Bound	72.6
1	Cache Bound	50.0
1	DRAM Bound	26.8
2	DRAM Bandwidth Bound	30.3
1	NUMA: % of Remote Accesses	30.1
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	170.000000	101.000000	50.986703	0.0
1	DRAM Single-Package, GB/sec	85.000000	87.400000	40.611972	30.3
1	QPI Outgoing, GB/sec	68.000000	41.300000	20.877868	0.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	7.7
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	1.6
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	x87 FLOPs	0.0
2	Non-FP	90.7
1	FP Arith/Mem Rd Instr. Ratio	0.504993
1	FP Arith/Mem Wr Instr. Ratio	1.225048
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	72822394
1	Collection start time	03:44:05 05/10/2025 UTC
1	Collection stop time	03:44:13 05/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199989987
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	85000000000.000000
