Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	11.001934
1	SP GFLOPS	1.908758
1	DP GFLOPS	0.554449
1	x87 GFLOPS	0.0
1	CPI Rate	0.737069
1	Average CPU Frequency	3572375135.766350
1	Total Thread Count	4
0	Effective Physical Core Utilization	8.3% (3.635 out of 44)
1	Effective Logical Core Utilization	4.1% (3.641 out of 88)
0	Memory Bound	37.3
1	Cache Bound	15.6
1	DRAM Bound	20.3
2	DRAM Bandwidth Bound	0.0
1	NUMA: % of Remote Accesses	37.3
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	196.000000	53.300000	30.863664	0.0
1	DRAM Single-Package, GB/sec	98.000000	49.800000	25.102858	0.0
1	QPI Outgoing, GB/sec	68.000000	28.200000	14.415647	0.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	9.9
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	2.9
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	x87 FLOPs	0.0
2	Non-FP	87.3
1	FP Arith/Mem Rd Instr. Ratio	0.637254
1	FP Arith/Mem Wr Instr. Ratio	1.478408
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/com-Friendster/com-Friendster.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	31676419
1	Collection start time	22:01:43 02/10/2025 UTC
1	Collection stop time	22:01:54 02/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199989976
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	98000000000.000000
