Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	1.794802
1	SP GFLOPS	2.451527
1	DP GFLOPS	0.0
1	x87 GFLOPS	0.0
1	CPI Rate	1.113391
1	Average CPU Frequency	2842844231.116883
1	Total Thread Count	44
0	Effective Physical Core Utilization	30.1% (13.224 out of 44)
1	Effective Logical Core Utilization	14.6% (12.871 out of 88)
0	Memory Bound	16.5
1	Cache Bound	20.9
1	DRAM Bound	1.1
2	DRAM Bandwidth Bound	0.0
1	NUMA: % of Remote Accesses	0.0
1	Bandwidth Utilization	
1	Bandwidth Domain	Platform Maximum	Observed Maximum	Average	% of Elapsed Time with High BW Utilization(%)
1	DRAM, GB/sec	164.000000	28.000000	5.883656	0.0
1	DRAM Single-Package, GB/sec	82.000000	18.300000	4.747041	0.0
1	QPI Outgoing, GB/sec	68.000000	17.900000	3.543566	0.0
0	Vectorization	0.0
1	Instruction Mix	
2	SP FLOPs	6.3
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	100.0
2	DP FLOPs	0.0
3	Packed	0.0
4	128-bit	0.0
4	256-bit	0.0
3	Scalar	0.0
2	x87 FLOPs	0.0
2	Non-FP	93.7
1	FP Arith/Mem Rd Instr. Ratio	0.270845
1	FP Arith/Mem Wr Instr. Ratio	2.309645
0	Collection and Platform Info	
1	Application Command Line	/scratch/tsgoncalves/perf-analysis/stage2/src/gapbs/pr "-f" "./data/web-BerkStan/web-BerkStan.el" "-i" "500" "-t" "1e-6" 
1	Operating System	4.19.0-25-amd64 10.13
1	Computer Name	blaise
1	Result Size	13260912
1	Collection start time	21:24:56 04/10/2025 UTC
1	Collection stop time	21:24:58 04/10/2025 UTC
1	Collector Type	Driverless Perf per-process sampling
1	CPU	
2	Name	Intel(R) Xeon(R) Processor code named Broadwell
2	Frequency	2199990008
2	Logical CPU Count	88
2	Max DRAM Single-Package Bandwidth	82000000000.000000
